ORDER_ID,CUSTOMER_ID,ORDER_DATE,ORDER_STATUS,TOTAL_AMOUNT,RECORD_SOURCE
ORD000320,CUST00032,2025-06-20 03:18:03,PLACED,2606.0,WEBSITE
ORD000321,CUST00045,2026-01-03 04:05:15,DELIVERED,3084.0,WEBSITE
ORD000322,CUST00011,2025-12-09 18:30:22,DELIVERED,2997.0,WEBSITE
ORD000323,CUST00029,2025-10-14 16:02:55,DELIVERED,180.0,WEBSITE
ORD000324,CUST00088,2025-08-26 18:15:17,DELIVERED,2576.0,WEBSITE
ORD000325,CUST00075,2025-06-11 08:31:01,CANCELLED,4848.0,WEBSITE
ORD000326,CUST00004,2025-07-26 09:31:51,CANCELLED,5592.0,WEBSITE
ORD000327,CUST00063,2026-05-16 17:29:18,DELIVERED,2478.0,WEBSITE
ORD000328,CUST00040,2025-06-22 02:40:33,DELIVERED,370.0,WEBSITE
ORD000329,CUST00042,2026-04-07 23:52:05,DELIVERED,3968.0,WEBSITE
ORD000330,CUST00046,2026-04-16 21:53:18,DELIVERED,1998.0,WEBSITE
ORD000331,CUST00093,2026-01-21 02:06:37,DELIVERED,1359.0,WEBSITE
ORD000332,CUST00024,2025-12-16 00:27:03,DELIVERED,1299.0,WEBSITE
ORD000333,CUST00034,2026-05-10 18:30:15,SHIPPED,3686.0,WEBSITE
ORD000334,CUST00044,2025-09-29 20:10:39,DELIVERED,1878.0,WEBSITE
ORD000335,CUST00095,2025-07-23 15:28:21,DELIVERED,1894.0,WEBSITE
ORD000336,CUST00068,2026-04-02 05:32:37,DELIVERED,3379.0,WEBSITE
ORD000337,CUST00020,2025-07-19 08:19:51,PLACED,4176.0,WEBSITE
ORD000338,CUST00061,2025-09-28 02:56:24,DELIVERED,2817.0,WEBSITE
ORD000339,CUST00044,2025-11-10 14:36:46,CANCELLED,2178.0,WEBSITE
ORD000340,CUST00079,2025-11-22 16:30:16,SHIPPED,240.0,WEBSITE
ORD000341,CUST00066,2026-04-19 16:49:28,SHIPPED,1998.0,WEBSITE
ORD000342,CUST00035,2025-07-05 05:17:08,DELIVERED,360.0,WEBSITE
ORD000343,CUST00097,2025-11-11 19:24:37,DELIVERED,850.0,WEBSITE
ORD000344,CUST00049,2026-02-24 23:23:36,DELIVERED,3207.0,WEBSITE
ORD000345,CUST00007,2025-11-03 21:30:47,SHIPPED,8331.0,WEBSITE
ORD000346,CUST00040,2026-04-03 00:42:59,DELIVERED,5635.0,WEBSITE
ORD000347,CUST00046,2026-04-04 21:11:50,SHIPPED,3396.0,WEBSITE
ORD000348,CUST00098,2026-05-30 12:49:45,DELIVERED,1800.0,WEBSITE
ORD000349,CUST00094,2025-08-28 06:37:57,DELIVERED,4046.0,WEBSITE
ORD000350,CUST00027,2025-07-01 03:16:37,DELIVERED,1019.0,WEBSITE
ORD000351,CUST00039,2026-01-27 22:07:57,DELIVERED,398.0,WEBSITE
ORD000352,CUST00049,2025-06-03 10:23:12,DELIVERED,3218.0,WEBSITE
ORD000353,CUST00044,2026-02-14 16:39:07,DELIVERED,2787.0,WEBSITE
ORD000354,CUST00081,2025-09-14 21:41:55,CANCELLED,2438.0,WEBSITE
ORD000355,CUST00050,2025-06-05 18:08:20,SHIPPED,799.0,WEBSITE
ORD000356,CUST00033,2025-09-11 02:40:17,PLACED,180.0,WEBSITE
ORD000357,CUST00075,2025-08-31 04:53:46,DELIVERED,2697.0,WEBSITE
ORD000358,CUST00067,2025-10-12 16:59:12,DELIVERED,4107.0,WEBSITE
ORD000359,CUST00026,2025-11-16 21:44:14,DELIVERED,3947.0,WEBSITE
ORD000360,CUST00005,2025-09-13 06:39:53,DELIVERED,2498.0,WEBSITE
ORD000361,CUST00075,2025-11-05 19:58:47,SHIPPED,750.0,WEBSITE
ORD000362,CUST00078,2025-07-12 04:37:57,DELIVERED,5327.0,WEBSITE
ORD000363,CUST00058,2025-10-06 09:11:03,DELIVERED,6264.0,WEBSITE
ORD000364,CUST00063,2025-12-20 16:58:50,DELIVERED,2397.0,WEBSITE
ORD000365,CUST00019,2026-03-29 03:00:25,PLACED,2100.0,WEBSITE
ORD000366,CUST00039,2025-12-10 17:53:49,DELIVERED,1239.0,WEBSITE
ORD000367,CUST00081,2025-12-01 20:43:41,DELIVERED,2668.0,WEBSITE
ORD000368,CUST00098,2026-02-17 16:44:00,DELIVERED,7172.0,WEBSITE
ORD000369,CUST00051,2025-11-13 23:46:20,DELIVERED,788.0,WEBSITE
ORD000370,CUST00062,2025-09-06 20:38:08,CANCELLED,2397.0,WEBSITE
ORD000371,CUST00063,2025-09-03 21:34:58,DELIVERED,4886.0,WEBSITE
ORD000372,CUST00022,2026-05-22 02:59:14,DELIVERED,540.0,WEBSITE
ORD000373,CUST00034,2025-10-05 01:55:00,SHIPPED,1716.0,WEBSITE
ORD000374,CUST00020,2025-08-08 02:02:38,DELIVERED,3108.0,WEBSITE
ORD000375,CUST00036,2025-07-04 09:15:49,SHIPPED,4116.0,WEBSITE
ORD000376,CUST00061,2025-08-20 22:19:11,DELIVERED,870.0,WEBSITE
ORD000377,CUST00068,2025-08-18 04:48:25,DELIVERED,799.0,WEBSITE
ORD000378,CUST00038,2025-07-29 04:29:21,PLACED,3346.0,WEBSITE
ORD000379,CUST00037,2026-03-23 08:45:38,SHIPPED,2997.0,WEBSITE
ORD000380,CUST00060,2025-09-01 05:43:28,SHIPPED,360.0,WEBSITE
ORD000381,CUST00025,2025-12-10 01:07:10,SHIPPED,180.0,WEBSITE
ORD000382,CUST00013,2025-06-20 23:47:29,SHIPPED,360.0,WEBSITE
ORD000383,CUST00064,2025-08-13 03:56:57,SHIPPED,90.0,WEBSITE
ORD000384,CUST00023,2025-10-03 10:09:54,SHIPPED,180.0,WEBSITE
ORD000385,CUST00091,2026-01-22 06:08:20,DELIVERED,999.0,WEBSITE
ORD000386,CUST00035,2026-02-15 11:50:57,DELIVERED,3256.0,WEBSITE
ORD000387,CUST00030,2026-03-30 13:36:54,DELIVERED,1239.0,WEBSITE
ORD000388,CUST00059,2026-03-07 07:41:28,DELIVERED,210.0,WEBSITE
ORD000389,CUST00060,2025-06-20 20:07:55,DELIVERED,999.0,WEBSITE
ORD000390,CUST00009,2025-08-26 03:03:51,DELIVERED,979.0,WEBSITE
ORD000391,CUST00085,2025-09-17 00:58:45,DELIVERED,3617.0,WEBSITE
ORD000392,CUST00018,2026-04-30 21:56:40,DELIVERED,1998.0,WEBSITE
ORD000393,CUST00054,2026-05-01 17:54:23,DELIVERED,6094.0,WEBSITE
ORD000394,CUST00079,2026-05-11 18:23:12,DELIVERED,3798.0,WEBSITE
ORD000395,CUST00036,2025-12-17 21:44:28,CANCELLED,1249.0,WEBSITE
ORD000396,CUST00057,2025-06-26 07:49:14,PLACED,3837.0,WEBSITE
ORD000397,CUST00093,2025-07-30 20:34:11,DELIVERED,2448.0,WEBSITE
ORD000398,CUST00098,2025-07-10 02:26:14,DELIVERED,6096.0,WEBSITE
ORD000399,CUST00039,2025-07-01 06:51:23,DELIVERED,30.0,WEBSITE
ORD000400,CUST00048,2025-09-18 15:39:19,DELIVERED,2396.0,WEBSITE
ORD000401,CUST00068,2025-12-13 23:04:08,SHIPPED,540.0,WEBSITE
ORD000402,CUST00062,2025-07-24 12:10:56,DELIVERED,3487.0,WEBSITE
ORD000403,CUST00027,2025-07-31 23:38:57,DELIVERED,2514.0,WEBSITE
ORD000404,CUST00049,2026-03-16 12:33:57,DELIVERED,7455.0,WEBSITE
ORD000405,CUST00006,2026-04-13 06:40:25,SHIPPED,2959.0,WEBSITE
ORD000406,CUST00072,2026-03-30 01:08:46,DELIVERED,3995.0,WEBSITE
ORD000407,CUST00079,2025-08-31 00:32:02,DELIVERED,390.0,WEBSITE
ORD000408,CUST00081,2025-08-29 01:54:56,PLACED,979.0,WEBSITE
ORD000409,CUST00018,2026-03-30 23:55:45,DELIVERED,930.0,WEBSITE
ORD000410,CUST00070,2025-07-25 17:34:52,DELIVERED,6395.0,WEBSITE
ORD000411,CUST00033,2025-07-28 08:31:56,DELIVERED,4712.0,WEBSITE
ORD000412,CUST00009,2025-06-12 08:36:30,SHIPPED,2357.0,WEBSITE
ORD000413,CUST00028,2026-01-25 02:40:34,DELIVERED,799.0,WEBSITE
ORD000414,CUST00076,2026-04-20 00:09:05,CANCELLED,1579.0,WEBSITE
ORD000415,CUST00012,2026-01-29 15:05:54,SHIPPED,180.0,WEBSITE
ORD000416,CUST00069,2025-11-13 18:59:02,PLACED,3298.0,WEBSITE
ORD000417,CUST00087,2026-02-13 17:25:29,DELIVERED,3337.0,WEBSITE
ORD000418,CUST00048,2025-12-18 10:30:56,PLACED,3327.0,WEBSITE
ORD000419,CUST00092,2025-06-18 10:03:21,SHIPPED,979.0,WEBSITE
ORD000420,CUST00093,2026-04-27 18:29:58,DELIVERED,3597.0,WEBSITE
ORD000421,CUST00045,2025-06-29 05:25:28,SHIPPED,1150.0,WEBSITE
ORD000422,CUST00008,2025-06-09 05:58:43,PLACED,180.0,WEBSITE
ORD000423,CUST00097,2025-09-12 05:22:22,DELIVERED,4995.0,WEBSITE
ORD000424,CUST00058,2025-10-22 18:04:49,DELIVERED,3217.0,WEBSITE
ORD000425,CUST00019,2025-10-12 09:07:33,DELIVERED,2538.0,WEBSITE
ORD000426,CUST00053,2026-02-19 01:12:22,SHIPPED,3510.0,WEBSITE
ORD000427,CUST00079,2025-07-30 13:39:23,DELIVERED,799.0,WEBSITE
ORD000428,CUST00074,2025-11-02 14:41:15,DELIVERED,4355.0,WEBSITE
ORD000429,CUST00036,2026-02-01 08:05:00,DELIVERED,4235.0,WEBSITE
ORD000430,CUST00025,2025-11-21 00:44:05,DELIVERED,5993.0,WEBSITE
ORD000431,CUST00072,2025-07-24 21:55:20,DELIVERED,4496.0,WEBSITE
ORD000432,CUST00024,2025-08-11 01:54:24,DELIVERED,3316.0,WEBSITE
ORD000433,CUST00012,2026-02-02 11:32:37,DELIVERED,1430.0,WEBSITE
ORD000434,CUST00051,2025-07-23 14:22:37,DELIVERED,4494.0,WEBSITE
ORD000435,CUST00034,2026-02-07 02:21:06,SHIPPED,3147.0,WEBSITE
ORD000436,CUST00073,2025-08-09 19:11:04,DELIVERED,1290.0,WEBSITE
ORD000437,CUST00092,2026-05-28 12:28:42,DELIVERED,780.0,WEBSITE
ORD000438,CUST00085,2026-02-12 05:04:09,DELIVERED,1780.0,WEBSITE
ORD000439,CUST00009,2025-07-15 07:08:59,DELIVERED,3196.0,WEBSITE
ORD000440,CUST00064,2025-08-22 10:18:54,CANCELLED,2757.0,WEBSITE
ORD000441,CUST00009,2025-07-07 01:04:36,DELIVERED,120.0,WEBSITE
ORD000442,CUST00058,2025-09-07 12:08:36,DELIVERED,60.0,WEBSITE
ORD000443,CUST00069,2026-02-11 07:51:15,SHIPPED,3297.0,WEBSITE
ORD000444,CUST00012,2025-11-08 12:29:43,SHIPPED,740.0,WEBSITE
ORD000445,CUST00081,2026-03-26 21:09:29,DELIVERED,2057.0,WEBSITE
ORD000446,CUST00095,2025-11-08 12:07:08,DELIVERED,3456.0,WEBSITE
ORD000447,CUST00094,2026-05-21 22:42:31,PLACED,4415.0,WEBSITE
ORD000448,CUST00074,2025-10-02 14:54:11,DELIVERED,150.0,WEBSITE
ORD000449,CUST00063,2025-10-20 19:49:51,DELIVERED,968.0,WEBSITE
ORD000450,CUST00080,2026-01-25 14:21:03,DELIVERED,2018.0,WEBSITE
ORD000451,CUST00035,2025-07-22 20:40:40,DELIVERED,2947.0,WEBSITE
ORD000452,CUST00010,2026-01-30 05:42:49,DELIVERED,540.0,WEBSITE
ORD000453,CUST00021,2025-09-26 13:25:22,SHIPPED,5017.0,WEBSITE
ORD000454,CUST00092,2025-11-25 08:40:10,DELIVERED,4066.0,WEBSITE
ORD000455,CUST00043,2026-01-28 00:25:40,SHIPPED,2835.0,WEBSITE
ORD000456,CUST00046,2025-06-15 19:42:08,DELIVERED,960.0,WEBSITE
ORD000457,CUST00032,2026-05-25 08:38:41,DELIVERED,3437.0,WEBSITE
ORD000458,CUST00041,2026-05-26 09:01:03,SHIPPED,610.0,WEBSITE
ORD000459,CUST00096,2026-05-08 07:29:33,PLACED,3357.0,WEBSITE
ORD000460,CUST00011,2025-08-13 19:27:23,SHIPPED,2757.0,WEBSITE
ORD000461,CUST00034,2026-02-20 23:51:20,SHIPPED,4474.0,WEBSITE
ORD000462,CUST00052,2025-11-12 09:02:10,CANCELLED,2827.0,WEBSITE
ORD000463,CUST00085,2025-11-13 17:21:54,SHIPPED,1379.0,WEBSITE
ORD000464,CUST00022,2026-03-17 03:09:09,DELIVERED,8571.0,WEBSITE
ORD000465,CUST00022,2025-12-18 16:39:02,DELIVERED,1598.0,WEBSITE
ORD000466,CUST00041,2025-07-03 23:06:46,DELIVERED,2200.0,WEBSITE
ORD000467,CUST00091,2025-09-08 20:22:58,PLACED,867.0,WEBSITE
ORD000468,CUST00034,2026-03-01 09:51:50,SHIPPED,4395.0,WEBSITE
ORD000469,CUST00061,2026-04-21 18:59:46,SHIPPED,5694.0,WEBSITE
ORD000470,CUST00100,2025-06-24 06:53:01,CANCELLED,2178.0,WEBSITE
ORD000471,CUST00064,2025-09-28 20:48:37,PLACED,540.0,WEBSITE
ORD000472,CUST00026,2025-07-21 11:56:17,DELIVERED,2997.0,WEBSITE
ORD000473,CUST00003,2025-09-30 11:34:40,DELIVERED,6354.0,WEBSITE
ORD000474,CUST00057,2025-11-04 02:30:49,PLACED,3367.0,WEBSITE
ORD000475,CUST00069,2026-05-09 12:02:04,DELIVERED,4905.0,WEBSITE
ORD000476,CUST00003,2026-03-26 16:21:09,DELIVERED,3597.0,WEBSITE
ORD000477,CUST00020,2026-03-18 06:06:13,PLACED,60.0,WEBSITE
ORD000478,CUST00056,2025-10-07 07:36:36,SHIPPED,4557.0,WEBSITE
ORD000479,CUST00086,2025-11-14 20:05:24,DELIVERED,2848.0,WEBSITE
ORD000480,CUST00007,2026-01-17 04:26:21,DELIVERED,5565.0,WEBSITE
ORD000481,CUST00086,2026-03-08 04:07:42,DELIVERED,5075.0,WEBSITE
ORD000482,CUST00039,2026-04-21 16:49:55,DELIVERED,2858.0,WEBSITE
ORD000483,CUST00066,2025-06-18 19:07:09,PLACED,3267.0,WEBSITE
ORD000484,CUST00036,2026-05-15 18:07:15,DELIVERED,30.0,WEBSITE
ORD000485,CUST00037,2025-09-26 12:27:12,PLACED,2637.0,WEBSITE
ORD000486,CUST00012,2026-05-19 00:18:00,DELIVERED,4586.0,WEBSITE
ORD000487,CUST00087,2026-02-09 01:06:04,PLACED,930.0,WEBSITE
ORD000488,CUST00035,2026-01-18 08:48:08,SHIPPED,3747.0,WEBSITE
ORD000489,CUST00006,2025-08-22 10:34:27,CANCELLED,1020.0,WEBSITE
ORD000490,CUST00033,2026-02-10 23:08:41,DELIVERED,4595.0,WEBSITE
ORD000491,CUST00097,2025-07-23 14:10:53,SHIPPED,4037.0,WEBSITE
ORD000492,CUST00052,2026-03-16 19:32:50,SHIPPED,1208.0,WEBSITE
ORD000493,CUST00026,2026-04-03 18:51:45,DELIVERED,6253.0,WEBSITE
ORD000494,CUST00052,2025-08-09 14:26:33,SHIPPED,4046.0,WEBSITE
ORD000495,CUST00097,2025-08-26 02:19:59,DELIVERED,750.0,WEBSITE
ORD000496,CUST00060,2026-04-08 20:59:35,SHIPPED,180.0,WEBSITE
ORD000497,CUST00006,2025-10-26 16:18:08,DELIVERED,3797.0,WEBSITE
ORD000498,CUST00003,2025-09-20 05:14:36,SHIPPED,6893.0,WEBSITE
ORD000499,CUST00021,2025-06-19 05:44:20,SHIPPED,2968.0,WEBSITE
ORD000500,CUST00089,2025-09-30 09:03:48,SHIPPED,2578.0,WEBSITE
